sls_ord_num,sls_order_dt,sls_ship_dt,sls_due_dt,customer_sk,product_sk,sls_sales,sls_quantity,sls_price,sls_sales_calc
SO67717,2013-10-04,2013-10-11,2013-10-16,326417514556,29,10.0,1,10.0,10.0
SO67722,2013-10-04,2013-10-11,2013-10-16,910533066769,29,10.0,1,10.0,10.0
SO67738,2013-10-04,2013-10-11,2013-10-16,489626271779,29,10.0,1,10.0,10.0
SO67779,2013-10-05,2013-10-12,2013-10-17,103079215120,29,10.0,1,10.0,10.0
SO67792,2013-10-05,2013-10-12,2013-10-17,231928234045,29,10.0,1,10.0,10.0
SO67793,2013-10-05,2013-10-12,2013-10-17,1700807049241,29,10.0,1,10.0,10.0
SO67794,2013-10-05,2013-10-12,2013-10-17,1571958030379,29,10.0,1,10.0,10.0
SO67816,2013-10-05,2013-10-12,2013-10-17,1039382085641,29,10.0,1,10.0,10.0
SO67819,2013-10-05,2013-10-12,2013-10-17,1460288880661,29,10.0,1,10.0,10.0
SO67848,2013-10-06,2013-10-13,2013-10-18,1159641169930,29,10.0,1,10.0,10.0
SO67850,2013-10-06,2013-10-13,2013-10-18,523986010137,29,10.0,1,10.0,10.0
SO67865,2013-10-06,2013-10-13,2013-10-18,867583393841,29,10.0,1,10.0,10.0
SO67878,2013-10-06,2013-10-13,2013-10-18,523986010128,29,10.0,1,10.0,10.0
SO67885,2013-10-06,2013-10-13,2013-10-18,17179869202,29,10.0,1,10.0,10.0
SO67937,2013-10-07,2013-10-14,2013-10-19,163208757257,29,10.0,1,10.0,10.0
SO67940,2013-10-07,2013-10-14,2013-10-19,94489280546,29,10.0,1,10.0,10.0
SO67971,2013-10-08,2013-10-15,2013-10-20,773094113347,29,10.0,1,10.0,10.0
SO67983,2013-10-08,2013-10-15,2013-10-20,309237645384,29,10.0,1,10.0,10.0
SO68035,2013-10-09,2013-10-16,2013-10-21,1176821039174,29,10.0,1,10.0,10.0
SO68097,2013-10-10,2013-10-17,2013-10-22,1279900254219,29,10.0,1,10.0,10.0
SO68101,2013-10-10,2013-10-17,2013-10-22,1288490188842,29,10.0,1,10.0,10.0
SO68133,2013-10-10,2013-10-17,2013-10-22,154618822667,29,10.0,1,10.0,10.0
SO68137,2013-10-10,2013-10-17,2013-10-22,1348619730950,29,10.0,1,10.0,10.0
SO68155,2013-10-11,2013-10-18,2013-10-23,1666447310882,29,10.0,1,10.0,10.0
SO68161,2013-10-11,2013-10-18,2013-10-23,1400159338506,29,10.0,1,10.0,10.0
SO68173,2013-10-11,2013-10-18,2013-10-23,1039382085703,29,10.0,1,10.0,10.0
SO68174,2013-10-11,2013-10-18,2013-10-23,1537598292012,29,10.0,1,10.0,10.0
SO68175,2013-10-11,2013-10-18,2013-10-23,146028888116,29,10.0,1,10.0,10.0
SO68177,2013-10-11,2013-10-18,2013-10-23,1314259992620,29,10.0,1,10.0,10.0
SO68186,2013-10-11,2013-10-18,2013-10-23,8589934627,29,10.0,1,10.0,10.0
SO68218,2013-10-12,2013-10-19,2013-10-24,919123001397,29,10.0,1,10.0,10.0
SO68239,2013-10-12,2013-10-19,2013-10-24,1382979469365,29,10.0,1,10.0,10.0
SO68248,2013-10-12,2013-10-19,2013-10-24,712964571159,29,10.0,1,10.0,10.0
SO68266,2013-10-13,2013-10-20,2013-10-25,1108101562379,29,10.0,1,10.0,10.0
SO68280,2013-10-13,2013-10-20,2013-10-25,1597727834158,29,10.0,1,10.0,10.0
SO68282,2013-10-13,2013-10-20,2013-10-25,670014898199,29,10.0,1,10.0,10.0
SO68283,2013-10-13,2013-10-20,2013-10-25,180388626466,29,10.0,1,10.0,10.0
SO68295,2013-10-13,2013-10-20,2013-10-25,1451698946094,29,10.0,1,10.0,10.0
SO68296,2013-10-13,2013-10-20,2013-10-25,687194767417,29,10.0,1,10.0,10.0
SO68297,2013-10-13,2013-10-20,2013-10-25,352187318333,29,10.0,1,10.0,10.0
SO68299,2013-10-13,2013-10-20,2013-10-25,360777252914,29,10.0,1,10.0,10.0
SO68357,2013-10-14,2013-10-21,2013-10-26,326417514557,29,10.0,1,10.0,10.0
SO68358,2013-10-14,2013-10-21,2013-10-26,1675037245462,29,10.0,1,10.0,10.0
SO68359,2013-10-14,2013-10-21,2013-10-26,1417339207744,29,10.0,1,10.0,10.0
SO68366,2013-10-14,2013-10-21,2013-10-26,1305670058043,29,10.0,1,10.0,10.0
SO68376,2013-10-14,2013-10-21,2013-10-26,60129542171,29,10.0,1,10.0,10.0
SO68383,2013-10-14,2013-10-21,2013-10-26,446676598801,29,10.0,1,10.0,10.0
SO68410,2013-10-15,2013-10-22,2013-10-27,1340029796390,29,10.0,1,10.0,10.0
SO68422,2013-10-15,2013-10-22,2013-10-27,317827579957,29,10.0,1,10.0,10.0
SO68481,2013-10-16,2013-10-23,2013-10-28,816043786255,29,10.0,1,10.0,10.0
SO68491,2013-10-16,2013-10-23,2013-10-28,1236950581298,29,10.0,1,10.0,10.0
SO68510,2013-10-16,2013-10-23,2013-10-28,257698037786,29,10.0,1,10.0,10.0
SO68524,2013-10-16,2013-10-23,2013-10-28,635655159855,29,10.0,1,10.0,10.0
SO68549,2013-10-17,2013-10-24,2013-10-29,506806140960,29,10.0,1,10.0,10.0
SO68554,2013-10-17,2013-10-24,2013-10-29,395136991259,29,10.0,1,10.0,10.0
SO68566,2013-10-17,2013-10-24,2013-10-29,850403524639,29,10.0,1,10.0,10.0
SO68567,2013-10-17,2013-10-24,2013-10-29,489626271755,29,10.0,1,10.0,10.0
SO68568,2013-10-17,2013-10-24,2013-10-29,962072674371,29,10.0,1,10.0,10.0
SO68578,2013-10-17,2013-10-24,2013-10-29,601295421469,29,10.0,1,10.0,10.0
SO68591,2013-10-17,2013-10-24,2013-10-29,472446402565,29,10.0,1,10.0,10.0
SO68594,2013-10-17,2013-10-24,2013-10-29,1640677507087,29,10.0,1,10.0,10.0
SO68596,2013-10-17,2013-10-24,2013-10-29,670014898183,29,10.0,1,10.0,10.0
SO68607,2013-10-17,2013-10-24,2013-10-29,764504178696,29,10.0,1,10.0,10.0
SO68630,2013-10-18,2013-10-25,2013-10-30,858993459222,29,10.0,1,10.0,10.0
SO68631,2013-10-18,2013-10-25,2013-10-30,1666447310869,29,10.0,1,10.0,10.0
SO68639,2013-10-18,2013-10-25,2013-10-30,893353197636,29,10.0,1,10.0,10.0
SO68645,2013-10-18,2013-10-25,2013-10-30,566935683128,29,10.0,1,10.0,10.0
SO68646,2013-10-18,2013-10-25,2013-10-30,884763262978,29,10.0,1,10.0,10.0
SO68658,2013-10-18,2013-10-25,2013-10-30,1614907703322,29,10.0,1,10.0,10.0
SO68660,2013-10-18,2013-10-25,2013-10-30,1254130450432,29,10.0,1,10.0,10.0
SO68699,2013-10-19,2013-10-26,2013-10-31,120259084350,29,10.0,1,10.0,10.0
SO68701,2013-10-19,2013-10-26,2013-10-31,51539607612,29,10.0,1,10.0,10.0
SO68713,2013-10-19,2013-10-26,2013-10-31,1168231104522,29,10.0,1,10.0,10.0
SO68715,2013-10-19,2013-10-26,2013-10-31,1589137899543,29,10.0,1,10.0,10.0
SO68743,2013-10-20,2013-10-27,2013-11-01,1417339207684,29,10.0,1,10.0,10.0
SO68748,2013-10-20,2013-10-27,2013-11-01,51539607576,29,10.0,1,10.0,10.0
SO68755,2013-10-20,2013-10-27,2013-11-01,764504178748,29,10.0,1,10.0,10.0
SO68756,2013-10-20,2013-10-27,2013-11-01,1185410973736,29,10.0,1,10.0,10.0
SO68757,2013-10-20,2013-10-27,2013-11-01,1675037245496,29,10.0,1,10.0,10.0
SO68758,2013-10-20,2013-10-27,2013-11-01,472446402566,29,10.0,1,10.0,10.0
SO68791,2013-10-20,2013-10-27,2013-11-01,1417339207707,29,10.0,1,10.0,10.0
SO68820,2013-10-21,2013-10-28,2013-11-02,1374389534725,29,10.0,1,10.0,10.0
SO68824,2013-10-21,2013-10-28,2013-11-02,1142461300773,29,10.0,1,10.0,10.0
SO68837,2013-10-21,2013-10-28,2013-11-02,223338299431,29,10.0,1,10.0,10.0
SO68840,2013-10-21,2013-10-28,2013-11-02,609885356088,29,10.0,1,10.0,10.0
SO68857,2013-10-21,2013-10-28,2013-11-02,1090921693194,29,10.0,1,10.0,10.0
SO68893,2013-10-22,2013-10-29,2013-11-03,489626271838,29,10.0,1,10.0,10.0
SO68900,2013-10-22,2013-10-29,2013-11-03,1597727834124,29,10.0,1,10.0,10.0
SO68909,2013-10-22,2013-10-29,2013-11-03,1159641169928,29,10.0,1,10.0,10.0
SO68910,2013-10-22,2013-10-29,2013-11-03,51539607563,29,10.0,1,10.0,10.0
SO68911,2013-10-22,2013-10-29,2013-11-03,1108101562429,29,10.0,1,10.0,10.0
SO68922,2013-10-22,2013-10-29,2013-11-03,1254130450442,29,10.0,1,10.0,10.0
SO68927,2013-10-22,2013-10-29,2013-11-03,601295421476,29,10.0,1,10.0,10.0
SO68929,2013-10-22,2013-10-29,2013-11-03,1614907703344,29,10.0,1,10.0,10.0
SO68965,2013-10-23,2013-10-30,2013-11-04,1589137899540,29,10.0,1,10.0,10.0
SO68966,2013-10-23,2013-10-30,2013-11-04,1365799600157,29,10.0,1,10.0,10.0
SO68972,2013-10-23,2013-10-30,2013-11-04,403726925891,29,10.0,1,10.0,10.0
SO68973,2013-10-23,2013-10-30,2013-11-04,1082331758654,29,10.0,1,10.0,10.0
SO68974,2013-10-23,2013-10-30,2013-11-04,1606317768707,29,10.0,1,10.0,10.0
SO68981,2013-10-23,2013-10-30,2013-11-04,429496729636,29,10.0,1,10.0,10.0
SO68996,2013-10-23,2013-10-30,2013-11-04,1563368095777,29,10.0,1,10.0,10.0
SO69042,2013-10-24,2013-10-31,2013-11-05,1563368095766,29,10.0,1,10.0,10.0
SO69059,2013-10-24,2013-10-31,2013-11-05,1219770712085,29,10.0,1,10.0,10.0
SO69072,2013-10-24,2013-10-31,2013-11-05,1047972020244,29,10.0,1,10.0,10.0
SO69099,2013-10-25,2013-11-01,2013-11-06,1709396983822,29,10.0,1,10.0,10.0
SO69109,2013-10-25,2013-11-01,2013-11-06,163208757272,29,10.0,1,10.0,10.0
SO69110,2013-10-25,2013-11-01,2013-11-06,1159641169970,29,10.0,1,10.0,10.0
SO69166,2013-10-26,2013-11-02,2013-11-07,309237645331,29,10.0,1,10.0,10.0
SO69169,2013-10-26,2013-11-02,2013-11-07,180388626510,29,10.0,1,10.0,10.0
SO69174,2013-10-26,2013-11-02,2013-11-07,764504178707,29,10.0,1,10.0,10.0
SO69175,2013-10-26,2013-11-02,2013-11-07,369367187487,29,10.0,1,10.0,10.0
SO69186,2013-10-26,2013-11-02,2013-11-07,755914244126,29,10.0,1,10.0,10.0
SO69187,2013-10-26,2013-11-02,2013-11-07,1606317768718,29,10.0,1,10.0,10.0
SO69218,2013-10-26,2013-11-02,2013-11-07,481036337181,29,10.0,1,10.0,10.0
SO69247,2013-10-27,2013-11-03,2013-11-08,824633720863,29,10.0,1,10.0,10.0
SO69251,2013-10-27,2013-11-03,2013-11-08,51539607587,29,10.0,1,10.0,10.0
SO69253,2013-10-27,2013-11-03,2013-11-08,1125281431603,29,10.0,1,10.0,10.0
SO69256,2013-10-27,2013-11-03,2013-11-08,850403524633,29,10.0,1,10.0,10.0
SO69266,2013-10-27,2013-11-03,2013-11-08,1254130450478,29,10.0,1,10.0,10.0
SO69267,2013-10-27,2013-11-03,2013-11-08,652835029015,29,10.0,1,10.0,10.0
SO69268,2013-10-27,2013-11-03,2013-11-08,1125281431619,29,10.0,1,10.0,10.0
SO69293,2013-10-27,2013-11-03,2013-11-08,678604832777,29,10.0,1,10.0,10.0
SO69317,2013-10-28,2013-11-04,2013-11-09,1194000908300,29,10.0,1,10.0,10.0
SO69319,2013-10-28,2013-11-04,2013-11-09,807453851688,29,10.0,1,10.0,10.0
SO69333,2013-10-28,2013-11-04,2013-11-09,1511828488250,29,10.0,1,10.0,10.0
SO69334,2013-10-28,2013-11-04,2013-11-09,1632087572520,29,10.0,1,10.0,10.0
SO69340,2013-10-28,2013-11-04,2013-11-09,755914244178,29,10.0,1,10.0,10.0
SO69345,2013-10-28,2013-11-04,2013-11-09,1709396983843,29,10.0,1,10.0,10.0
SO69360,2013-10-28,2013-11-04,2013-11-09,352187318286,29,10.0,1,10.0,10.0
SO69368,2013-10-28,2013-11-04,2013-11-09,455266533413,29,10.0,1,10.0,10.0
SO69369,2013-10-28,2013-11-04,2013-11-09,816043786270,29,10.0,1,10.0,10.0
SO69577,2013-10-29,2013-11-05,2013-11-10,962072674320,29,10.0,1,10.0,10.0
SO69578,2013-10-29,2013-11-05,2013-11-10,103079215112,29,10.0,1,10.0,10.0
SO69579,2013-10-29,2013-11-05,2013-11-10,1632087572489,29,10.0,1,10.0,10.0
SO69597,2013-10-29,2013-11-05,2013-11-10,970662608907,29,10.0,1,10.0,10.0
SO69598,2013-10-29,2013-11-05,2013-11-10,824633720882,29,10.0,1,10.0,10.0
SO69599,2013-10-29,2013-11-05,2013-11-10,1477468749826,29,10.0,1,10.0,10.0
SO69600,2013-10-29,2013-11-05,2013-11-10,60129542204,29,10.0,1,10.0,10.0
SO69633,2013-10-29,2013-11-05,2013-11-10,627065225246,29,10.0,1,10.0,10.0
SO69679,2013-10-30,2013-11-06,2013-11-11,1443109011511,29,10.0,1,10.0,10.0
SO69680,2013-10-30,2013-11-06,2013-11-11,446676598846,29,10.0,1,10.0,10.0
SO69688,2013-10-30,2013-11-06,2013-11-11,558345748496,29,10.0,1,10.0,10.0
SO69701,2013-10-30,2013-11-06,2013-11-11,764504178720,29,10.0,1,10.0,10.0
SO69704,2013-10-30,2013-11-06,2013-11-11,85899345947,29,10.0,1,10.0,10.0
SO69728,2013-10-31,2013-11-07,2013-11-12,670014898272,29,10.0,1,10.0,10.0
SO69732,2013-10-31,2013-11-07,2013-11-12,1348619730969,29,10.0,1,10.0,10.0
SO69733,2013-10-31,2013-11-07,2013-11-12,60129542193,29,10.0,1,10.0,10.0
SO69745,2013-10-31,2013-11-07,2013-11-12,377957122095,29,10.0,1,10.0,10.0
SO69748,2013-10-31,2013-11-07,2013-11-12,128849018938,29,10.0,1,10.0,10.0
SO69766,2013-10-31,2013-11-07,2013-11-12,317827579940,29,10.0,1,10.0,10.0
SO69767,2013-10-31,2013-11-07,2013-11-12,1194000908292,29,10.0,1,10.0,10.0
SO69798,2013-11-01,2013-11-08,2013-11-13,1391569403929,29,10.0,1,10.0,10.0
SO69801,2013-11-01,2013-11-08,2013-11-13,137438953497,29,10.0,1,10.0,10.0
SO69802,2013-11-01,2013-11-08,2013-11-13,1159641169959,29,10.0,1,10.0,10.0
SO69834,2013-11-01,2013-11-08,2013-11-13,824633720840,29,10.0,1,10.0,10.0
SO69836,2013-11-01,2013-11-08,2013-11-13,1013612281881,29,10.0,1,10.0,10.0
SO69837,2013-11-01,2013-11-08,2013-11-13,395136991269,29,10.0,1,10.0,10.0
SO69876,2013-11-02,2013-11-09,2013-11-14,1554778161191,29,10.0,1,10.0,10.0
SO69877,2013-11-02,2013-11-09,2013-11-14,1657857376268,29,10.0,1,10.0,10.0
SO69879,2013-11-02,2013-11-09,2013-11-14,1675037245459,29,10.0,1,10.0,10.0
SO69884,2013-11-02,2013-11-09,2013-11-14,403726925854,29,10.0,1,10.0,10.0
SO69885,2013-11-02,2013-11-09,2013-11-14,661424963627,29,10.0,1,10.0,10.0
SO69886,2013-11-02,2013-11-09,2013-11-14,781684047893,29,10.0,1,10.0,10.0
SO69888,2013-11-02,2013-11-09,2013-11-14,489626271803,29,10.0,1,10.0,10.0
SO69908,2013-11-02,2013-11-09,2013-11-14,266287972374,29,10.0,1,10.0,10.0
SO69912,2013-11-02,2013-11-09,2013-11-14,996432412707,29,10.0,1,10.0,10.0
SO69951,2013-11-03,2013-11-10,2013-11-15,146028888162,29,10.0,1,10.0,10.0
SO69957,2013-11-03,2013-11-10,2013-11-15,1391569403928,29,10.0,1,10.0,10.0
SO69964,2013-11-03,2013-11-10,2013-11-15,266287972403,29,10.0,1,10.0,10.0
SO69965,2013-11-03,2013-11-10,2013-11-15,1,29,10.0,1,10.0,10.0
SO69982,2013-11-03,2013-11-10,2013-11-15,257698037767,29,10.0,1,10.0,10.0
SO70025,2013-11-04,2013-11-11,2013-11-16,858993459201,29,10.0,1,10.0,10.0
SO70030,2013-11-04,2013-11-11,2013-11-16,274877906969,29,10.0,1,10.0,10.0
SO70043,2013-11-04,2013-11-11,2013-11-16,1614907703310,29,10.0,1,10.0,10.0
SO70044,2013-11-04,2013-11-11,2013-11-16,1520418422840,29,10.0,1,10.0,10.0
SO70053,2013-11-04,2013-11-11,2013-11-16,412316860444,29,10.0,1,10.0,10.0
SO70060,2013-11-04,2013-11-11,2013-11-16,1279900254237,29,10.0,1,10.0,10.0
SO70063,2013-11-04,2013-11-11,2013-11-16,721554505765,29,10.0,1,10.0,10.0
SO70075,2013-11-04,2013-11-11,2013-11-16,128849018914,29,10.0,1,10.0,10.0
SO70097,2013-11-05,2013-11-12,2013-11-17,824633720928,29,10.0,1,10.0,10.0
SO70113,2013-11-05,2013-11-12,2013-11-17,1589137899539,29,10.0,1,10.0,10.0
SO70132,2013-11-05,2013-11-12,2013-11-17,1546188226590,29,10.0,1,10.0,10.0
SO70135,2013-11-05,2013-11-12,2013-11-17,335007449114,29,10.0,1,10.0,10.0
SO70140,2013-11-05,2013-11-12,2013-11-17,1709396983852,29,10.0,1,10.0,10.0
SO70141,2013-11-05,2013-11-12,2013-11-17,1382979469352,29,10.0,1,10.0,10.0
SO70144,2013-11-05,2013-11-12,2013-11-17,1400159338511,29,10.0,1,10.0,10.0
SO70145,2013-11-05,2013-11-12,2013-11-17,618475290647,29,10.0,1,10.0,10.0
SO70171,2013-11-06,2013-11-13,2013-11-18,498216206373,29,10.0,1,10.0,10.0
SO70172,2013-11-06,2013-11-13,2013-11-18,1322849927177,29,10.0,1,10.0,10.0
SO70173,2013-11-06,2013-11-13,2013-11-18,231928234038,29,10.0,1,10.0,10.0
SO70180,2013-11-06,2013-11-13,2013-11-18,42949673043,29,10.0,1,10.0,10.0
SO70181,2013-11-06,2013-11-13,2013-11-18,68719476789,29,10.0,1,10.0,10.0
SO70210,2013-11-06,2013-11-13,2013-11-18,1468878815255,29,10.0,1,10.0,10.0
SO70211,2013-11-06,2013-11-13,2013-11-18,1529008357409,29,10.0,1,10.0,10.0
SO70217,2013-11-06,2013-11-13,2013-11-18,12,29,10.0,1,10.0,10.0
SO70226,2013-11-06,2013-11-13,2013-11-18,1391569403912,29,10.0,1,10.0,10.0
SO70256,2013-11-07,2013-11-14,2013-11-19,1546188226591,29,10.0,1,10.0,10.0
SO70259,2013-11-07,2013-11-14,2013-11-19,1357209665572,29,10.0,1,10.0,10.0
SO70268,2013-11-07,2013-11-14,2013-11-19,1331439861813,29,10.0,1,10.0,10.0
SO70269,2013-11-07,2013-11-14,2013-11-19,1486058684425,29,10.0,1,10.0,10.0
SO70275,2013-11-07,2013-11-14,2013-11-19,652835029021,29,10.0,1,10.0,10.0
SO70292,2013-11-07,2013-11-14,2013-11-19,970662608911,29,10.0,1,10.0,10.0
SO70297,2013-11-07,2013-11-14,2013-11-19,807453851683,29,10.0,1,10.0,10.0
SO70320,2013-11-08,2013-11-15,2013-11-20,618475290666,29,10.0,1,10.0,10.0
SO70331,2013-11-08,2013-11-15,2013-11-20,661424963597,29,10.0,1,10.0,10.0
SO70350,2013-11-08,2013-11-15,2013-11-20,1511828488237,29,10.0,1,10.0,10.0
SO70395,2013-11-09,2013-11-16,2013-11-21,249108103203,29,10.0,1,10.0,10.0
SO70421,2013-11-09,2013-11-16,2013-11-21,515396075528,29,10.0,1,10.0,10.0
SO70422,2013-11-09,2013-11-16,2013-11-21,1357209665554,29,10.0,1,10.0,10.0
SO70425,2013-11-09,2013-11-16,2013-11-21,326417514534,29,10.0,1,10.0,10.0
SO70436,2013-11-09,2013-11-16,2013-11-21,1554778161168,29,10.0,1,10.0,10.0
SO70460,2013-11-10,2013-11-17,2013-11-22,1468878815292,29,10.0,1,10.0,10.0
SO70466,2013-11-10,2013-11-17,2013-11-22,781684047920,29,10.0,1,10.0,10.0
SO70467,2013-11-10,2013-11-17,2013-11-22,21,29,10.0,1,10.0,10.0
SO70468,2013-11-10,2013-11-17,2013-11-22,8589934610,29,10.0,1,10.0,10.0
SO70478,2013-11-10,2013-11-17,2013-11-22,1219770712123,29,10.0,1,10.0,10.0
SO70479,2013-11-10,2013-11-17,2013-11-22,1683627180100,29,10.0,1,10.0,10.0
SO70481,2013-11-10,2013-11-17,2013-11-22,1297080123433,29,10.0,1,10.0,10.0
SO70482,2013-11-10,2013-11-17,2013-11-22,781684047885,29,10.0,1,10.0,10.0
SO70489,2013-11-10,2013-11-17,2013-11-22,1348619730982,29,10.0,1,10.0,10.0
SO70506,2013-11-10,2013-11-17,2013-11-22,1632087572512,29,10.0,1,10.0,10.0
SO70560,2013-11-11,2013-11-18,2013-11-23,154618822658,29,10.0,1,10.0,10.0
SO70564,2013-11-11,2013-11-18,2013-11-23,678604832819,29,10.0,1,10.0,10.0
SO70566,2013-11-11,2013-11-18,2013-11-23,180388626451,29,10.0,1,10.0,10.0
SO70568,2013-11-11,2013-11-18,2013-11-23,1529008357390,29,10.0,1,10.0,10.0
SO70581,2013-11-11,2013-11-18,2013-11-23,206158430230,29,10.0,1,10.0,10.0
SO70619,2013-11-12,2013-11-19,2013-11-24,644245094418,29,10.0,1,10.0,10.0
SO70620,2013-11-12,2013-11-19,2013-11-24,335007449139,29,10.0,1,10.0,10.0
SO70636,2013-11-12,2013-11-19,2013-11-24,876173328390,29,10.0,1,10.0,10.0
SO70638,2013-11-12,2013-11-19,2013-11-24,515396075532,29,10.0,1,10.0,10.0
SO70639,2013-11-12,2013-11-19,2013-11-24,1529008357415,29,10.0,1,10.0,10.0
SO70644,2013-11-12,2013-11-19,2013-11-24,1305670058018,29,10.0,1,10.0,10.0
SO70683,2013-11-13,2013-11-20,2013-11-25,369367187472,29,10.0,1,10.0,10.0
SO70690,2013-11-13,2013-11-20,2013-11-25,1692217114677,29,10.0,1,10.0,10.0
SO70691,2013-11-13,2013-11-20,2013-11-25,300647710745,29,10.0,1,10.0,10.0
SO70711,2013-11-13,2013-11-20,2013-11-25,249108103186,29,10.0,1,10.0,10.0
SO70713,2013-11-13,2013-11-20,2013-11-25,1322849927202,29,10.0,1,10.0,10.0
SO70714,2013-11-13,2013-11-20,2013-11-25,919123001377,29,10.0,1,10.0,10.0
SO70721,2013-11-13,2013-11-20,2013-11-25,609885356069,29,10.0,1,10.0,10.0
SO70729,2013-11-13,2013-11-20,2013-11-25,1675037245472,29,10.0,1,10.0,10.0
SO70731,2013-11-13,2013-11-20,2013-11-25,34359738391,29,10.0,1,10.0,10.0
SO70762,2013-11-14,2013-11-21,2013-11-26,1408749273125,29,10.0,1,10.0,10.0
SO70763,2013-11-14,2013-11-21,2013-11-26,1632087572487,29,10.0,1,10.0,10.0
SO70774,2013-11-14,2013-11-21,2013-11-26,1022202216471,29,10.0,1,10.0,10.0
SO70775,2013-11-14,2013-11-21,2013-11-26,1529008357381,29,10.0,1,10.0,10.0
SO70776,2013-11-14,2013-11-21,2013-11-26,1477468749873,29,10.0,1,10.0,10.0
SO70777,2013-11-14,2013-11-21,2013-11-26,558345748523,29,10.0,1,10.0,10.0
SO70778,2013-11-14,2013-11-21,2013-11-26,764504178736,29,10.0,1,10.0,10.0
SO70828,2013-11-15,2013-11-22,2013-11-27,884763263028,29,10.0,1,10.0,10.0
SO70835,2013-11-15,2013-11-22,2013-11-27,893353197618,29,10.0,1,10.0,10.0
SO70850,2013-11-15,2013-11-22,2013-11-27,1468878815252,29,10.0,1,10.0,10.0
SO70860,2013-11-15,2013-11-22,2013-11-27,1391569403931,29,10.0,1,10.0,10.0
SO70879,2013-11-16,2013-11-23,2013-11-28,1563368095780,29,10.0,1,10.0,10.0
SO70880,2013-11-16,2013-11-23,2013-11-28,953482739763,29,10.0,1,10.0,10.0
SO70881,2013-11-16,2013-11-23,2013-11-28,1675037245449,29,10.0,1,10.0,10.0
SO70882,2013-11-16,2013-11-23,2013-11-28,506806140967,29,10.0,1,10.0,10.0
SO70890,2013-11-16,2013-11-23,2013-11-28,446676598837,29,10.0,1,10.0,10.0
SO70891,2013-11-16,2013-11-23,2013-11-28,1194000908291,29,10.0,1,10.0,10.0
SO70899,2013-11-16,2013-11-23,2013-11-28,1666447310862,29,10.0,1,10.0,10.0
SO70908,2013-11-16,2013-11-23,2013-11-28,1142461300744,29,10.0,1,10.0,10.0
SO70909,2013-11-16,2013-11-23,2013-11-28,1176821039125,29,10.0,1,10.0,10.0
SO70915,2013-11-16,2013-11-23,2013-11-28,730144440358,29,10.0,1,10.0,10.0
SO70954,2013-11-17,2013-11-24,2013-11-29,1116691496979,29,10.0,1,10.0,10.0
SO70961,2013-11-17,2013-11-24,2013-11-29,1279900254268,29,10.0,1,10.0,10.0
SO70967,2013-11-17,2013-11-24,2013-11-29,1417339207703,29,10.0,1,10.0,10.0
SO70968,2013-11-17,2013-11-24,2013-11-29,1537598291993,29,10.0,1,10.0,10.0
SO70982,2013-11-17,2013-11-24,2013-11-29,1640677507080,29,10.0,1,10.0,10.0
SO70984,2013-11-17,2013-11-24,2013-11-29,1047972020264,29,10.0,1,10.0,10.0
SO70985,2013-11-17,2013-11-24,2013-11-29,1606317768741,29,10.0,1,10.0,10.0
SO70994,2013-11-17,2013-11-24,2013-11-29,266287972376,29,10.0,1,10.0,10.0
SO71029,2013-11-18,2013-11-25,2013-11-30,1279900254256,29,10.0,1,10.0,10.0
SO71030,2013-11-18,2013-11-25,2013-11-30,34359738377,29,10.0,1,10.0,10.0
SO71041,2013-11-18,2013-11-25,2013-11-30,919123001396,29,10.0,1,10.0,10.0
SO71058,2013-11-18,2013-11-25,2013-11-30,1434519076884,29,10.0,1,10.0,10.0
SO71062,2013-11-18,2013-11-25,2013-11-30,1331439861794,29,10.0,1,10.0,10.0
SO71076,2013-11-18,2013-11-25,2013-11-30,1297080123411,29,10.0,1,10.0,10.0
SO71103,2013-11-19,2013-11-26,2013-12-01,824633720846,29,10.0,1,10.0,10.0
SO71104,2013-11-19,2013-11-26,2013-12-01,515396075550,29,10.0,1,10.0,10.0
SO71117,2013-11-19,2013-11-26,2013-12-01,1623497637911,29,10.0,1,10.0,10.0
SO71118,2013-11-19,2013-11-26,2013-12-01,1589137899527,29,10.0,1,10.0,10.0
SO71125,2013-11-19,2013-11-26,2013-12-01,592705486891,29,10.0,1,10.0,10.0
SO71165,2013-11-20,2013-11-27,2013-12-02,1606317768763,29,10.0,1,10.0,10.0
SO71175,2013-11-20,2013-11-27,2013-12-02,781684047879,29,10.0,1,10.0,10.0
SO71184,2013-11-20,2013-11-27,2013-12-02,1640677507096,29,10.0,1,10.0,10.0
SO71222,2013-11-21,2013-11-28,2013-12-03,1425929142307,29,10.0,1,10.0,10.0
SO71229,2013-11-21,2013-11-28,2013-12-03,154618822666,29,10.0,1,10.0,10.0
SO71230,2013-11-21,2013-11-28,2013-12-03,25769803812,29,10.0,1,10.0,10.0
SO71231,2013-11-21,2013-11-28,2013-12-03,42949673008,29,10.0,1,10.0,10.0
SO71246,2013-11-21,2013-11-28,2013-12-03,781684047885,29,10.0,1,10.0,10.0
SO71251,2013-11-21,2013-11-28,2013-12-03,1554778161185,29,10.0,1,10.0,10.0
SO71289,2013-11-22,2013-11-29,2013-12-04,1348619730998,29,10.0,1,10.0,10.0
SO71292,2013-11-22,2013-11-29,2013-12-04,893353197591,29,10.0,1,10.0,10.0
SO71301,2013-11-22,2013-11-29,2013-12-04,1116691497006,29,10.0,1,10.0,10.0
